"Name"	"Measurement 3"
"Description"	""
"Date"	"2/25/2025 2:12:24 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"98"
"Measurement time(s)"	"100"
"Dead time(%)"	"26.30"
"CountRate"	"153894.42"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"8.66"	"2568"
"8.67"	"2591"
"8.68"	"2581"
"8.69"	"2578"
"8.70"	"2489"
"8.71"	"2565"
"8.72"	"2510"
"8.73"	"2504"
"8.74"	"2459"
"8.75"	"2415"
"8.76"	"2399"
"8.77"	"2410"
"8.78"	"2439"
"8.79"	"2329"
"8.80"	"2366"
"8.81"	"2331"
"8.82"	"2428"
"8.83"	"2472"
"8.84"	"2457"
"8.85"	"2571"
"8.86"	"2524"
"8.87"	"2473"
"8.88"	"2463"
"8.89"	"2530"
"8.90"	"2576"
"8.91"	"2479"
"8.92"	"2550"
"8.93"	"2590"
"8.94"	"2470"
"8.95"	"2501"
"8.96"	"2524"
"8.97"	"2578"
"8.98"	"2584"
"8.99"	"2557"
"9.00"	"2639"
"9.01"	"2608"
"9.02"	"2521"
"9.03"	"2558"
"9.04"	"2600"
"9.05"	"2459"
"9.06"	"2504"
"9.07"	"2484"
"9.08"	"2500"
"9.09"	"2529"
"9.10"	"2499"
"9.11"	"2503"
"9.12"	"2421"
"9.13"	"2506"
"9.14"	"2489"
"9.15"	"2534"
"9.16"	"2570"
"9.17"	"2670"
"9.18"	"2694"
"9.19"	"2689"
"9.20"	"2659"
"9.21"	"2762"
"9.22"	"2757"
"9.23"	"2758"
"9.24"	"2733"
"9.25"	"2729"
"9.26"	"2769"
"9.27"	"2743"
"9.28"	"2702"
"9.29"	"2662"
"9.30"	"2683"
"9.31"	"2696"
"9.32"	"2632"
"9.33"	"2604"
"9.34"	"2578"
"9.35"	"2557"
"9.36"	"2516"
"9.37"	"2440"
"9.38"	"2453"
"9.39"	"2402"
"9.40"	"2408"
"9.41"	"2442"
"9.42"	"2454"
"9.43"	"2360"
"9.44"	"2432"
"9.45"	"2403"
"9.46"	"2365"
"9.47"	"2358"
"9.48"	"2353"
"9.49"	"2327"
"9.50"	"2334"
"9.51"	"2391"
"9.52"	"2342"
"9.53"	"2355"
"9.54"	"2428"
"9.55"	"2375"
"9.56"	"2435"
"9.57"	"2442"
"9.58"	"2388"
"9.59"	"2408"
"9.60"	"2467"
"9.61"	"2492"
"9.62"	"2448"
"9.63"	"2580"
"9.64"	"2527"
"9.65"	"2502"
"9.66"	"2469"
"9.67"	"2493"
"9.68"	"2513"
"9.69"	"2467"
"9.70"	"2496"
"9.71"	"2558"
"9.72"	"2579"
"9.73"	"2502"
"9.74"	"2496"
"9.75"	"2509"
"9.76"	"2513"
"9.77"	"2546"
"9.78"	"2523"
"9.79"	"2473"
"9.80"	"2478"
"9.81"	"2509"
"9.82"	"2423"
"9.83"	"2450"
"9.84"	"2479"
"9.85"	"2425"
"9.86"	"2427"
"9.87"	"2386"
"9.88"	"2454"
"9.89"	"2505"
"9.90"	"2461"
"9.91"	"2517"
"9.92"	"2449"
"9.93"	"2493"
"9.94"	"2432"
"9.95"	"2550"
"9.96"	"2585"
"9.97"	"2574"
"9.98"	"2564"
"9.99"	"2642"
"10.00"	"2634"
"10.01"	"2728"
"10.02"	"2724"
"10.03"	"2699"
"10.04"	"2786"
"10.05"	"2781"
"10.06"	"2897"
"10.07"	"2899"
"10.08"	"2809"
"10.09"	"3022"
"10.10"	"2905"
"10.11"	"2864"
"10.12"	"2804"
"10.13"	"2852"
"10.14"	"2709"
"10.15"	"2686"
"10.16"	"2663"
"10.17"	"2684"
"10.18"	"2609"
"10.19"	"2665"
"10.20"	"2641"
"10.21"	"2598"
"10.22"	"2589"
"10.23"	"2616"
"10.24"	"2590"
"10.25"	"2601"
"10.26"	"2570"
"10.27"	"2569"
"10.28"	"2625"
"10.29"	"2669"
"10.30"	"2524"
"10.31"	"2582"
"10.32"	"2547"
"10.33"	"2624"
"10.34"	"2632"
"10.35"	"2600"
"10.36"	"2650"
"10.37"	"2612"
"10.38"	"2653"
"10.39"	"2681"
"10.40"	"2589"
"10.41"	"2581"
"10.42"	"2658"
"10.43"	"2669"
"10.44"	"2689"
"10.45"	"2662"
"10.46"	"2625"
"10.47"	"2709"
"10.48"	"2737"
"10.49"	"2666"
"10.50"	"2711"
"10.51"	"2724"
"10.52"	"2691"
"10.53"	"2734"
"10.54"	"2723"
"10.55"	"2740"
"10.56"	"2722"
"10.57"	"2677"
"10.58"	"2712"
"10.59"	"2762"
"10.60"	"2666"
"10.61"	"2716"
"10.62"	"2708"
"10.63"	"2712"
"10.64"	"2720"
"10.65"	"2697"
"10.66"	"2697"
"10.67"	"2630"
"10.68"	"2671"
"10.69"	"2668"
"10.70"	"2698"
"10.71"	"2665"
"10.72"	"2721"
"10.73"	"2710"
"10.74"	"2695"
"10.75"	"2740"
"10.76"	"2722"
"10.77"	"2662"
"10.78"	"2718"
"10.79"	"2699"
"10.80"	"2709"
"10.81"	"2737"
"10.82"	"2744"
"10.83"	"2856"
"10.84"	"2795"
