"Name"	"Measurement 1"
"Description"	""
"Date"	"2/25/2025 1:56:03 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"74"
"Measurement time(s)"	"100"
"Dead time(%)"	"27.92"
"CountRate"	"152050.45"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"9.77"	"6417"
"9.78"	"6404"
"9.79"	"6538"
"9.80"	"6562"
"9.81"	"6496"
"9.82"	"6529"
"9.83"	"6643"
"9.84"	"6620"
"9.85"	"6604"
"9.86"	"6485"
"9.87"	"6587"
"9.88"	"6695"
"9.89"	"6688"
"9.90"	"6523"
"9.91"	"6594"
"9.92"	"6652"
"9.93"	"6675"
"9.94"	"6573"
"9.95"	"6576"
"9.96"	"6660"
"9.97"	"6682"
"9.98"	"6701"
"9.99"	"6705"
"10.00"	"6741"
"10.01"	"6707"
"10.02"	"6720"
"10.03"	"6677"
"10.04"	"6512"
"10.05"	"6679"
"10.06"	"6686"
"10.07"	"6737"
"10.08"	"6717"
"10.09"	"6777"
"10.10"	"6632"
"10.11"	"6761"
"10.12"	"6824"
"10.13"	"6841"
"10.14"	"6813"
"10.15"	"6755"
"10.16"	"6808"
"10.17"	"6721"
"10.18"	"6707"
"10.19"	"6791"
"10.20"	"6829"
"10.21"	"6895"
"10.22"	"6853"
"10.23"	"6828"
"10.24"	"6939"
"10.25"	"6985"
"10.26"	"6886"
"10.27"	"6805"
"10.28"	"6907"
"10.29"	"6961"
"10.30"	"7037"
"10.31"	"6962"
"10.32"	"6811"
"10.33"	"6943"
"10.34"	"6954"
"10.35"	"7017"
"10.36"	"6971"
"10.37"	"7013"
"10.38"	"6949"
"10.39"	"7002"
"10.40"	"7049"
"10.41"	"7102"
"10.42"	"6977"
"10.43"	"7081"
"10.44"	"7066"
"10.45"	"7021"
"10.46"	"7115"
"10.47"	"7124"
"10.48"	"7122"
"10.49"	"7118"
"10.50"	"7138"
"10.51"	"7054"
"10.52"	"7085"
"10.53"	"7153"
"10.54"	"7122"
"10.55"	"7192"
"10.56"	"7207"
"10.57"	"7126"
"10.58"	"7025"
"10.59"	"7219"
"10.60"	"7258"
"10.61"	"7152"
"10.62"	"7277"
"10.63"	"7276"
"10.64"	"7207"
"10.65"	"7326"
"10.66"	"7211"
"10.67"	"7356"
"10.68"	"7332"
"10.69"	"7186"
"10.70"	"7300"
"10.71"	"7388"
"10.72"	"7301"
"10.73"	"7150"
"10.74"	"7240"
"10.75"	"7344"
"10.76"	"7298"
"10.77"	"7422"
"10.78"	"7413"
"10.79"	"7465"
"10.80"	"7303"
"10.81"	"7272"
"10.82"	"7361"
"10.83"	"7395"
"10.84"	"7308"
"10.85"	"7353"
"10.86"	"7443"
"10.87"	"7426"
"10.88"	"7238"
"10.89"	"7412"
"10.90"	"7480"
"10.91"	"7420"
"10.92"	"7464"
"10.93"	"7389"
"10.94"	"7401"
"10.95"	"7457"
"10.96"	"7530"
"10.97"	"7584"
"10.98"	"7545"
"10.99"	"7534"
"11.00"	"7411"
"11.01"	"7484"
"11.02"	"7573"
"11.03"	"7481"
"11.04"	"7606"
"11.05"	"7505"
"11.06"	"7487"
"11.07"	"7521"
"11.08"	"7521"
"11.09"	"7501"
"11.10"	"7581"
"11.11"	"7552"
"11.12"	"7539"
"11.13"	"7516"
"11.14"	"7653"
"11.15"	"7620"
"11.16"	"7597"
"11.17"	"7650"
"11.18"	"7650"
"11.19"	"7645"
"11.20"	"7646"
"11.21"	"7493"
"11.22"	"7576"
"11.23"	"7694"
"11.24"	"7800"
"11.25"	"7683"
"11.26"	"7632"
"11.27"	"7666"
"11.28"	"7667"
"11.29"	"7739"
"11.30"	"7714"
"11.31"	"7886"
"11.32"	"7771"
"11.33"	"7642"
"11.34"	"7816"
"11.35"	"7712"
"11.36"	"7759"
"11.37"	"7892"
"11.38"	"7825"
"11.39"	"7724"
"11.40"	"7744"
"11.41"	"7910"
"11.42"	"7759"
"11.43"	"7700"
"11.44"	"7793"
"11.45"	"7841"
"11.46"	"7854"
"11.47"	"7694"
"11.48"	"7794"
"11.49"	"7868"
"11.50"	"7819"
"11.51"	"7838"
"11.52"	"7774"
"11.53"	"7723"
"11.54"	"7811"
"11.55"	"7778"
"11.56"	"7920"
"11.57"	"7938"
"11.58"	"7805"
"11.59"	"7886"
"11.60"	"7883"
"11.61"	"7987"
